source_value,frequency,concept_id,concept_name,domain,vocabulary
"Unusual P axis, possible ectopic atrial rhythm with 2nd degree A-V block (Mobitz II)",2.0,4181676,P wave axis - finding,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block (Mobitz I) with frequent",2.0,4181676,P wave axis - finding,Condition,SNOMED
"Ventricular pre-excitation, WPW",2.0,4253363,Wolff-Parkinson-White pattern,Condition,SNOMED
Ventricular-paced rhythm with Premature supraventricular complexes,2.0,4092038,Ventricular pacing pattern,Condition,SNOMED
VPBs,2.0,4089462,Ventricular premature complex,Condition,SNOMED
VPC,2.0,4089462,Ventricular premature complex,Condition,SNOMED
wide QRS,2.0,4321877,Wide QRS complex,Condition,SNOMED
Wide QRS tachycardia with premature supraventricular complexes,2.0,4321877,Wide QRS complex,Condition,SNOMED
Wide QRS tachycardia with Premature supraventricular complexes and with frequent,2.0,4321877,Wide QRS complex,Condition,SNOMED
Wide QRS tachycardia with Premature supraventricular complexes with occasional,2.0,4321877,Wide QRS complex,Condition,SNOMED
2:1 conduction AV block,1.0,4111570,Partial atrioventricular block,Condition,SNOMED
2:1 high degree AV block,1.0,43020494,High degree second degree atrioventricular block,Condition,SNOMED
2nd AV block(mobitz type 2),1.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
2nd degree AV block (Mobitz type I),1.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
2nd degree AV block(Mobitz I),1.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
Accelerated Junctional rhythm with premature supraventricular complexes,1.0,4145359,EKG: accelerated junctional rhythm,Condition,SNOMED
Accelerated Junctional rhythm with premature supraventricular complexes and with occasional,1.0,4145359,EKG: accelerated junctional rhythm,Condition,SNOMED
Accelerated Junctional rhythm with premature supraventricular complexes with occasional,1.0,4145359,EKG: accelerated junctional rhythm,Condition,SNOMED
Accelerated Junctional rhythm with Premature ventricular complexes,1.0,4145359,EKG: accelerated junctional rhythm,Condition,SNOMED
Accelerated Junctional rhythm with PVC,1.0,4145359,EKG: accelerated junctional rhythm,Condition,SNOMED
"Anterolateral infarct , age undetermined with occasional",1.0,4184348,Anterolateral infarction by electrocardiogram,Condition,SNOMED
anteroseptal infarct,1.0,4064610,Anteroseptal infarction on electrocardiogram,Condition,SNOMED
"Anteroseptal infarct , age undetermined with occasional",1.0,4064610,Anteroseptal infarction on electrocardiogram,Condition,SNOMED
"Anteroseptal infarct ,age undetermined",1.0,4064610,Anteroseptal infarction on electrocardiogram,Condition,SNOMED
APB with occasional,1.0,4115173,Atrial premature complex,Condition,SNOMED
atrial and ventricular paced rhythm,1.0,4088998,AV sequential pacing pattern,Condition,SNOMED
Atrial fibrillation & flutter,1.0,313217,Atrial fibrillation,Condition,SNOMED
"Atrial fibrillation , Atrial flutter",1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation and flutter,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation and Wide QRS rhythm,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with a competing junctional Pacemaker with Premature ventricular complexes,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with Atrial flutter,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with junctional escape complexes,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with multiple PVC,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with premature atrial complexes,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with Premature ventricular complexes with rapid ventricular response,1.0,44782442,Atrial fibrillation with rapid ventricular response,Condition,SNOMED
Atrial fibrillation with premature ventricular or aberrantly conducted complexes with VPC,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with rapid ventricular response with ventricular premature complexes,1.0,44782442,Atrial fibrillation with rapid ventricular response,Condition,SNOMED
Atrial fibrillation with slow ventricular response with multiple PVC,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with slow ventricular response with premature ventricular complexes,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with slow ventricular response with VPB,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with slow ventricular response with VPC,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with slow ventricular response with VPCs,1.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial fibrillation with with rapid ventricular response,1.0,44782442,Atrial fibrillation with rapid ventricular response,Condition,SNOMED
"Atrial flutter ,",1.0,314665,Atrial flutter,Condition,SNOMED
Atrial flutter with  2:1 AV conduction,1.0,314665,Atrial flutter,Condition,SNOMED
Atrial flutter with 1st degree A-V block,1.0,314665,Atrial flutter,Condition,SNOMED
"Atrial flutter with 2:1 A-V conduction ,",1.0,314665,Atrial flutter,Condition,SNOMED
Atrial flutter with 2:1 A-V conduction with occasional,1.0,314665,Atrial flutter,Condition,SNOMED
Atrial flutter with 2:1 A-V conduction with Premature ventricular complexes,1.0,314665,Atrial flutter,Condition,SNOMED
Atrial flutter with 2nd degree A-V block (Mobitz I),1.0,314665,Atrial flutter,Condition,SNOMED
Atrial flutter with 3:1 A-V conduction with premature ventricular complexes,1.0,314665,Atrial flutter,Condition,SNOMED
Atrial flutter with occasional,1.0,314665,Atrial flutter,Condition,SNOMED
Atrial flutter with Premature atrial complexes,1.0,314665,Atrial flutter,Condition,SNOMED
Atrial flutter with Premature supraventricular complexes,1.0,314665,Atrial flutter,Condition,SNOMED
Atrial flutter with variable  A-V block,1.0,314665,Atrial flutter,Condition,SNOMED
atrial premature beats,1.0,4115173,Atrial premature complex,Condition,SNOMED
Atrial tachycardia with 1st degree A-V block,1.0,4171269,Atrial tachycardia,Condition,SNOMED
Atrial tachycardia with 2:1 A-V conduction with 1st degree A-V block,1.0,4171269,Atrial tachycardia,Condition,SNOMED
Atrial tachycardia with 3:1 A-V conduction,1.0,4171269,Atrial tachycardia,Condition,SNOMED
Atrial tachycardia with 4:1 A-V conduction,1.0,4171269,Atrial tachycardia,Condition,SNOMED
Atrial tachycardia with AV block,1.0,4171269,Atrial tachycardia,Condition,SNOMED
atrial-paced complexes and Premature supraventricular complexes,1.0,4089488,Atrial pacing pattern,Condition,SNOMED
atrial-paced complexes and Premature supraventricular complexes and with occasional,1.0,4089488,Atrial pacing pattern,Condition,SNOMED
Atrial-paced rhythm with premature atrial complexes,1.0,4089488,Atrial pacing pattern,Condition,SNOMED
ATRIOVENTRICULAR BLOCK,1.0,316135,Atrioventricular block,Condition,SNOMED
AV Block,1.0,316135,Atrioventricular block,Condition,SNOMED
A-V dual paced rhythm,1.0,4088998,AV sequential pacing pattern,Condition,SNOMED
AV dual-paced complexes and Premature supraventricular complexes and with frequent,1.0,4088998,AV sequential pacing pattern,Condition,SNOMED
AV dual-paced rhythm with Premature supraventricular complexes and with occasional,1.0,4088998,AV sequential pacing pattern,Condition,SNOMED
AV dual-paced rhythm with prolonged AV conduction with Premature supraventricular complexes,1.0,4088998,AV sequential pacing pattern,Condition,SNOMED
cannot rule out anteroseptal infarct,1.0,4064610,Anteroseptal infarction on electrocardiogram,Condition,SNOMED
"cannot rule out Anteroseptal infarct , age undetermined",1.0,4064610,ECG: antero-septal infarct,Condition,SNOMED
"Cannot rule out anteroseptal infarct,age undetermined",1.0,4064610,Anteroseptal infarction on electrocardiogram,Condition,SNOMED
cannot rule out Inferior infarct,1.0,4247796,Inferior myocardial infarction on electrocardiogram,Condition,SNOMED
"cannot rule out Inferior infarct , age undetermined",1.0,4247796,Inferior myocardial infarction on electrocardiogram,Condition,SNOMED
complete  AV bolck,1.0,320744,Complete atrioventricular block,Condition,SNOMED
complete AV block with escape Junctional rhythm,1.0,320744,Complete atrioventricular block,Condition,SNOMED
early repolarizaion,1.0,4326509,Early repolarization,Condition,SNOMED
Ectopic atrial bradycardia with occasional,1.0,4169095,Bradycardia,Condition,SNOMED
"Ectopic atrial rhythm , short PR with frequent",1.0,4091898,Sinus rhythm,Condition,SNOMED
Ectopic atrial rhythm with 1st degree AV block,1.0,4091898,Sinus rhythm,Condition,SNOMED
Ectopic atrial rhythm with 2:1 A-V conduction,1.0,4091898,Sinus rhythm,Condition,SNOMED
Ectopic atrial rhythm with 2nd degree AV block (type I),1.0,4091898,Sinus rhythm,Condition,SNOMED
Ectopic atrial rhythm with APB,1.0,4091898,Sinus rhythm,Condition,SNOMED
Ectopic atrial rhythm with frequent,1.0,4091898,Sinus rhythm,Condition,SNOMED
Ectopic atrial rhythm with premature supraventricular complexes,1.0,4091898,Sinus rhythm,Condition,SNOMED
Ectopic atrial rhythm with ventricular premature complexes,1.0,4091898,Sinus rhythm,Condition,SNOMED
Ectopic atrial tachycardia with 1st degree A-V block,1.0,444070,Tachycardia,Condition,SNOMED
Electronic Ventricular Pacemaker,1.0,4138896,Cardiac pacemaker active on electrocardiogram,Condition,SNOMED
escape Junctional rhythm,1.0,4166380,Junctional escape beats,Condition,SNOMED
High degree AV block,1.0,43020494,High degree second degree atrioventricular block,Condition,SNOMED
incomplete RBBB,1.0,4088338,Incomplete right bundle branch block,Condition,SNOMED
"Inferior infarct ,",1.0,4247796,Inferior myocardial infarction on electrocardiogram,Condition,SNOMED
"Inferior infarct , age undetermined with occasional",1.0,4247796,Inferior myocardial infarction on electrocardiogram,Condition,SNOMED
"inferior infarct,age undetermined",1.0,4247796,Inferior myocardial infarction on electrocardiogram,Condition,SNOMED
"Inferior infarct,age undetermined",1.0,4247796,Inferior myocardial infarction on electrocardiogram,Condition,SNOMED
"Inferior infarction, age undetermined",1.0,4247796,Inferior myocardial infarction on electrocardiogram,Condition,SNOMED
Inferior MI,1.0,4247796,Inferior myocardial infarction on electrocardiogram,Condition,SNOMED
"Inferior myocardial infarct ,age undetermined",1.0,4247796,Inferior myocardial infarction on electrocardiogram,Condition,SNOMED
"Inferior myocardial infarct,age undetermined",1.0,4247796,Inferior myocardial infarction on electrocardiogram,Condition,SNOMED
"Inferoposterior infarct , age undetermined",1.0,4064349,EKG:posterior/inferior infarct,Condition,SNOMED
Intraventricular conduction defect,1.0,4166844,Intraventricular conduction defect,Condition,SNOMED
Intra-ventricular conduction delay,1.0,4166844,Intraventricular conduction defect,Condition,SNOMED
Junctional bradycardia with multiple PVC,1.0,4169095,Bradycardia,Condition,SNOMED
Junctional bradycardia with Premature supraventricular complexes with occasional,1.0,4169095,Bradycardia,Condition,SNOMED
junctional escape beats,1.0,4166380,Junctional escape beats,Condition,SNOMED
Junctional escape rhythm with premature ventricular complexes,1.0,4166380,Junctional escape beats,Condition,SNOMED
Junctional rhythm with 1st degree A-V block,1.0,4038688,AV junctional rhythm,Condition,SNOMED
Junctional rhythm with 3rd degree AV block,1.0,4038688,AV junctional rhythm,Condition,SNOMED
Junctional rhythm with PAC,1.0,4038688,AV junctional rhythm,Condition,SNOMED
Junctional rhythm with Premature supraventricular complexes with occasional,1.0,4038688,AV junctional rhythm,Condition,SNOMED
Junctional rhythm with PVC,1.0,4038688,AV junctional rhythm,Condition,SNOMED
"Junctional ST depression, nonspecific",1.0,4038688,AV junctional rhythm,Condition,SNOMED
Junctional tachycardia with occasional,1.0,4088503,AV junctional (nodal) tachycardia,Condition,SNOMED
lateral infarct,1.0,4064350,Lateral infarction on electrocardiogram,Condition,SNOMED
"lateral infarct , age undetermined",1.0,4064350,ECG: lateral infarction,Condition,SNOMED
Left anteriorfascicular block,1.0,4295336,Left anterior fascicular block,Condition,SNOMED
Left axis deviation with frequent,1.0,4215406,Left axis deviation,Condition,SNOMED
Left axis deviation with occasional,1.0,4215406,Left axis deviation,Condition,SNOMED
Left ventricular hypertrophy with repolarization abnormality & QRS widening,1.0,4184746,Left ventricular hypertrophy,Condition,SNOMED
Low voltage QRS with occasional,1.0,4088499,Low QRS voltages,Condition,SNOMED
Marked Sinus bradycardia,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked Sinus bradycardia with 1st degree A-V block,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with 1st degree AV block with premature supraventricular complexes with occasional,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with 1st degree A-V block with Premature supraventricular complexes with occasional,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with 1st degree A-V block with sinus arrhythmia,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with 2nd degree AV block (mobitz 1) with occasional,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with 2nd degree AV block (Mobitz I),1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked Sinus bradycardia with 2nd degree A-V block (Mobitz I),1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with 2nd degree AV block (Mobitz II) with premature supraventricular complexes,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with 2nd degree AV block with 2:1 A-V conduction,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with APCs,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with junctional escape complexes with ventricular escape complexes,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with Premature supraventricular complexes,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with premature supraventricular complexes with frequent,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with premature supraventricular complexes with occasional,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with PVC,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with short PR with Premature supraventricular complexes with occasional,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with 1st degree AV block with occasional,1.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with junctional escape complexes,1.0,4171683,Sinus bradycardia,Condition,SNOMED
marked ST abnormality,1.0,4184762,EKG ST segment changes,Condition,SNOMED
"Marked ST abnormality, consider digitalis effect",1.0,4184762,EKG ST segment changes,Condition,SNOMED
marked T wave abnormality,1.0,4065390,EKG: T wave abnormal,Condition,SNOMED
Mobitz I second degree AV block,1.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
"Mobitz type I, 2nd degree AV block",1.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
